"Local","Quest","Arquivo","Linha","Tipo","Requisito","Storage","Item","Quantidade","Level","NPC","Teleport","Porta","Lever","ActionId","UniqueId","ConsequenciaAtual","BypassExistente","RequisitoNovo","Proposta","QuestPreservada"
"Server/data-global/npc/grizzly_adams","","Server/data-global/npc/grizzly_adams.lua","940","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_5.KillingInTheNameOf.MissionDemodras) == 3 and player:getStorageValue(Storage.Quest.U8_5.KillingInTheNameOf.MissionTiquandasRevenge) == 3 then","Storage.Quest.U8_5.KillingInTheNameOf.MissionDemodras","","","","grizzly_adams","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/grof_the_guard","","Server/data-global/npc/grof_the_guard.lua","61","D_NPC_ACCESS","if MsgContains(message, ""trouble"") and player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.GrofGuard) < 1 and player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Mission01) ~= -1 then","Storage.Quest.U8_2.TheInquisitionQuest.GrofGuard","","","","grof_the_guard","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/grof_the_guard","","Server/data-global/npc/grof_the_guard.lua","68","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.GrofGuard) < 1 then","Storage.Quest.U8_2.TheInquisitionQuest.GrofGuard","","","","grof_the_guard","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/grombur","","Server/data-global/npc/grombur.lua","61","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_4.TheHiddenCityOfBeregar.JusticeForAll) == 2 then","Storage.Quest.U8_4.TheHiddenCityOfBeregar.JusticeForAll","","","","grombur","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/grombur","","Server/data-global/npc/grombur.lua","72","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_4.TheHiddenCityOfBeregar.TheGoodGuard) < 1 then","Storage.Quest.U8_4.TheHiddenCityOfBeregar.TheGoodGuard","removeItem(8774","","","grombur","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/grombur","","Server/data-global/npc/grombur.lua","75","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_4.TheHiddenCityOfBeregar.TheGoodGuard) == 1 and player:removeItem(8774, 1) then","Storage.Quest.U8_4.TheHiddenCityOfBeregar.TheGoodGuard","removeItem(8774","removeItem(8774, 1","","grombur","False","True","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/grumpy_stone","","Server/data-global/npc/grumpy_stone.lua","65","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U11_40.ThreatenedDreams.Mission04.GrumpyStone) < 1 then","Storage.Quest.U11_40.ThreatenedDreams.Mission04.GrumpyStone","","","","grumpy_stone","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/grumpy_stone","","Server/data-global/npc/grumpy_stone.lua","66","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U11_40.ThreatenedDreams.Mission04.TiredTree) == 2 then","Storage.Quest.U11_40.ThreatenedDreams.Mission04.GrumpyStone","","","","grumpy_stone","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/grumpy_stone","","Server/data-global/npc/grumpy_stone.lua","75","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U11_40.ThreatenedDreams.Mission04.GrumpyStone) == 1 then","Storage.Quest.U11_40.ThreatenedDreams.Mission04.GrumpyStone","","","","grumpy_stone","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/guard_saros","","Server/data-global/npc/guard_saros.lua","96","D_NPC_ACCESS","elseif npcHandler:getTopic(playerId) == 3 and player:removeItem(2906, 1) then","","removeItem(2906","removeItem(2906, 1","","guard_saros","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/gurbasch","","Server/data-global/npc/gurbasch.lua","75","B_KEY_ACCESS","if player:getStorageValue(TheNewFrontier.Mission05[1]) == 2 then --if The New Frontier Quest 'Mission 05: Getting Things Busy' complete then Stage 3","","","","","gurbasch","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir passagem sem chave; nao entregar nem consumir chave.","True"
"Server/data-global/npc/gurbasch","","Server/data-global/npc/gurbasch.lua","77","D_NPC_ACCESS","elseif player:getStorageValue(TheNewFrontier.Mission03) >= 2 then --if The New Frontier Quest 'Mission 03: Strangers in the Night' complete then Stage 2","","","","","gurbasch","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","True","Sem requisito de quest/storage/item para acesso fisico.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"Server/data-global/npc/gurbasch","","Server/data-global/npc/gurbasch.lua","84","D_NPC_ACCESS","if player:getStorageValue(TheNewFrontier.FarmineFirstTravel) < 1 then","","","","","gurbasch","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","True","Sem requisito de quest/storage/item para acesso fisico.","Liberado pela camada central de exploracao livre; storage/progresso/reward preservados.","True"
"Server/data-global/npc/habdel","","Server/data-global/npc/habdel.lua","61","PRESERVE_REWARD_OR_PROGRESS","if player:getSex() == PLAYERSEX_MALE and MsgContains(message, ""outfit"") and player:getStorageValue(Storage.Quest.U7_6.ExplorerSociety.TheOrcPowder) >= 35 then","Storage.Quest.U7_6.ExplorerSociety.TheOrcPowder","","","","habdel","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/habdel","","Server/data-global/npc/habdel.lua","62","PRESERVE_REWARD_OR_PROGRESS","if player:getStorageValue(Storage.Quest.U7_8.OrientalOutfits.FirstOrientalAddon) < 1 then","Storage.Quest.U7_6.ExplorerSociety.TheOrcPowder","","","","habdel","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/habdel","","Server/data-global/npc/habdel.lua","67","PRESERVE_REWARD_OR_PROGRESS","if player:getStorageValue(Storage.Quest.U7_8.OrientalOutfits.FirstOrientalAddon) == 1 then","Storage.Quest.U7_8.OrientalOutfits.FirstOrientalAddon","","","","habdel","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/habdel","","Server/data-global/npc/habdel.lua","79","PRESERVE_REWARD_OR_PROGRESS","if player:getStorageValue(Storage.OutfitQuest.DefaultStart) ~= 1 then","Storage.OutfitQuest.DefaultStart","","","","habdel","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/habdel","","Server/data-global/npc/habdel.lua","87","D_NPC_ACCESS","if not player:removeItem(5945, 1) then","","removeItem(5945","removeItem(5945, 1","","habdel","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","55","D_NPC_ACCESS","if Player(creature):getStorageValue(Storage.Quest.U7_6.TheApeCity.Questline) < 12 then","Storage.Quest.U7_6.TheApeCity.Questline","","","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","86","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U7_6.WhisperMoss) == 1 then","Storage.Quest.U7_6.WhisperMoss","","","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","117","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U7_6.TheApeCity.ParchmentDecyphering) == 1 then","Storage.Quest.U7_6.TheApeCity.ParchmentDecyphering","","","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","150","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U7_6.TheApeCity.Casks) == 3 then","Storage.Quest.U7_6.TheApeCity.Casks","","","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","168","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U7_6.TheApeCity.HolyApeHair) == 1 then","Storage.Quest.U7_6.TheApeCity.HolyApeHair","","","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","183","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U7_6.TheApeCity.SnakeDestroyer) == 1 then","Storage.Quest.U7_6.TheApeCity.SnakeDestroyer","","","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","198","D_NPC_ACCESS","if questProgress == 1 and player:getStorageValue(Storage.Quest.U7_6.WhisperMoss) ~= 1 then","Storage.Quest.U7_6.WhisperMoss","","","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","208","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_1.WhatAFoolishQuest.Questline) == 31 and player:getStorageValue(Storage.Quest.U8_1.WhatAFoolishQuest.CookieDelivery.Hairycles) ~= 1 then","Storage.Quest.U8_1.WhatAFoolishQuest.Questline","","","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","214","PRESERVE_REWARD_OR_PROGRESS","if player:getStorageValue(Storage.Quest.U7_6.TheApeCity.ShamanOutfit) ~= 1 then","Storage.Quest.U7_6.TheApeCity.ShamanOutfit","","","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","269","D_NPC_ACCESS","if not player:removeItem(4827, 1) then","Storage.Quest.U7_6.WhisperMoss","removeItem(4827","removeItem(4827, 1","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","283","PRESERVE_BOSS_MECHANIC","if not player:removeItem(4828, 1) then","","removeItem(4828","removeItem(4828, 1","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","323","D_NPC_ACCESS","if not player:removeItem(4831, 1) then","Storage.Quest.U7_6.OldParchment","removeItem(4831","removeItem(4831, 1","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","324","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U7_6.OldParchment) == 1 then","Storage.Quest.U7_6.OldParchment","removeItem(4831","","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","371","D_NPC_ACCESS","if not player:removeItem(4839, 1) then","","removeItem(4839","removeItem(4839, 1","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","396","D_NPC_ACCESS","if not player:removeItem(4829, 1) then","","removeItem(4829","removeItem(4829, 1","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","430","D_NPC_ACCESS","if not player:removeItem(4832, 1) then","Storage.Quest.U7_6.TheApeCity.HolyApeHair","removeItem(4832","removeItem(4832, 1","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","464","D_NPC_ACCESS","if not player:removeItem(130, 1) then","","removeItem(130","removeItem(130, 1","","hairycles","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hairycles","","Server/data-global/npc/hairycles.lua","498","D_NPC_ACCESS","if Player(creature):getStorageValue(Storage.Quest.U7_6.TheApeCity.Questline) < 18 then","Storage.Quest.U7_6.TheApeCity.Questline","","","","hairycles","False","False","False","","","Nega uso ou passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hal","","Server/data-global/npc/hal.lua","62","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 8 or player:getStorageValue(Storage.Quest.U8_4.InServiceOfYalahar.Questline) == 12 then","Storage.Quest.U8_4.InServiceOfYalahar.Questline","","","","hal","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/halvar","","Server/data-global/npc/halvar.lua","76","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_0.BarbarianArena.PitDoor) == 1 then","Storage.Quest.U8_0.BarbarianArena.Arena","","","","halvar","False","True","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/halvar","","Server/data-global/npc/halvar.lua","105","D_NPC_ACCESS","if player:getStorageValue(cStorage) ~= 1 then","","","","","halvar","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hanna","","Server/data-global/npc/hanna.lua","92","D_NPC_ACCESS","if player:getItemCount(3374) < 1 then","","getItemCount(3374","getItemCount(3374","","hanna","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hanna","","Server/data-global/npc/hanna.lua","94","D_NPC_ACCESS","elseif player:getItemCount(5890) < 100 then","","getItemCount(3374","getItemCount(5890","","hanna","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/hanna","","Server/data-global/npc/hanna.lua","96","D_NPC_ACCESS","elseif player:getItemCount(5902) < 50 then","","getItemCount(5890","getItemCount(5902","","hanna","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/haroun","","Server/data-global/npc/haroun.lua","59","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U7_4.DjinnWar.MaridFaction.Mission03) ~= 3 then","Storage.Quest.U7_4.DjinnWar.MaridFaction.Mission03","","","","haroun","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/haroun","","Server/data-global/npc/haroun.lua","66","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U7_4.DjinnWar.EfreetFaction.Start) == 1 then","Storage.Quest.U7_4.DjinnWar.EfreetFaction.Start","","","","haroun","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/haroun","","Server/data-global/npc/haroun.lua","112","PRESERVE_REWARD_OR_PROGRESS","if player:getItemCount(trade[npcHandler:getTopic(playerId)].NeedItem) >= trade[npcHandler:getTopic(playerId)].Ncount then","","","getItemCount(trade[npcHandler:getTopic(playerId","","haroun","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/haroun","","Server/data-global/npc/haroun.lua","131","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U7_4.DjinnWar.MaridFaction.Mission03) ~= 3 then","Storage.Quest.U7_4.DjinnWar.MaridFaction.Mission03","","","","haroun","False","False","False","","","Nega uso ou passagem.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","68","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) < 1 then","Storage.Quest.U8_2.TheInquisitionQuest.Questline","","","","henricus","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","73","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) == 25 then --if quest is done","Storage.Quest.U8_2.TheInquisitionQuest.Questline","","","","henricus","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","81","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) >= 12 then -- give player the ability to purchase the flask.","Storage.Quest.U8_2.TheInquisitionQuest.Questline","","","","henricus","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","89","D_NPC_ACCESS","if player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) < 1 then","Storage.Quest.U8_2.TheInquisitionQuest.Questline","","","","henricus","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","92","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) == 1 then","Storage.Quest.U8_2.TheInquisitionQuest.Questline","","","","henricus","False","True","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","100","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) == 2 then","Storage.Quest.U8_2.TheInquisitionQuest.Mission01","","","","henricus","False","True","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","103","PRESERVE_REWARD_OR_PROGRESS","elseif player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) == 3 then","Storage.Quest.U8_2.TheInquisitionQuest.Questline","","","","henricus","False","True","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","114","PRESERVE_REWARD_OR_PROGRESS","elseif player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) == 5 then","Storage.Quest.U8_2.TheInquisitionQuest.Questline","","","","henricus","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","117","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) == 6 then","Storage.Quest.U8_2.TheInquisitionQuest.Questline","","","","henricus","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","126","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) > 6 and player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) < 11 then","Storage.Quest.U8_2.TheInquisitionQuest.Mission03","","","","henricus","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","129","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) == 11 then","Storage.Quest.U8_2.TheInquisitionQuest.Questline","","","","henricus","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","138","PRESERVE_REWARD_OR_PROGRESS","elseif player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) == 12 or player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) == 13 then","Storage.Quest.U8_2.TheInquisitionQuest.Questline","","","","henricus","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","141","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) == 14 then","Storage.Quest.U8_2.TheInquisitionQuest.Questline","","","","henricus","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","149","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) == 15 then","Storage.Quest.U8_2.TheInquisitionQuest.Mission05","removeItem(6499","","","henricus","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","150","PRESERVE_REWARD_OR_PROGRESS","if player:removeItem(6499, 20) then","Storage.Quest.U8_2.TheInquisitionQuest.Questline","removeItem(6499","removeItem(6499, 20","","henricus","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Inalterado.","Preservar: nao e um gate puramente fisico ou envolve reward/mecanica.","False"
"Server/data-global/npc/henricus","","Server/data-global/npc/henricus.lua","161","D_NPC_ACCESS","elseif player:getStorageValue(Storage.Quest.U8_2.TheInquisitionQuest.Questline) == 17 then","Storage.Quest.U8_2.TheInquisitionQuest.Questline","","","","henricus","False","False","False","","","Condiciona acesso/progresso; requer revisao contextual.","False","Preservado apos revisao: nao comprovado como gate puramente fisico.","Permitir transporte/entrada sem progresso anterior; preservar dialogo e quest.","True"
